transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,location,transaction_status,year,month,month_name,day,day_name,week,high_value_flag,customer_avg_transaction,suspicious_flag,daily_txn_count,high_frequency_flag,risk_level
1377,25,2024-10-02,Credit,1393.35,Groceries,Delhi,Success,2024,10,October,2,Wednesday,40,False,2634.243571428571,False,1,False,Low
1378,79,2024-03-19,Debit,702.95,Groceries,Bangalore,Success,2024,3,March,19,Tuesday,12,False,2640.2863636363636,False,1,False,Low
1379,68,2024-05-25,Credit,4476.91,Travel,Delhi,Success,2024,5,May,25,Saturday,21,False,1384.3966666666668,True,1,False,High
1380,173,2024-04-20,Credit,1702.61,Shopping,Hyderabad,Success,2024,4,April,20,Saturday,16,False,1450.532857142857,False,1,False,Low
1381,444,2024-09-14,Debit,639.74,Shopping,Bangalore,Success,2024,9,September,14,Saturday,37,False,1823.282,False,1,False,Low
1382,12,2024-04-02,Credit,7043.54,Travel,Delhi,Success,2024,4,April,2,Tuesday,14,False,3290.8705882352942,False,1,False,Low
1383,288,2024-01-13,Debit,662.33,Travel,Bangalore,Success,2024,1,January,13,Saturday,2,False,3397.079230769231,False,1,False,Low
1384,128,2024-09-16,Credit,78.44,Fuel,Delhi,Success,2024,9,September,16,Monday,38,False,3415.369,False,1,False,Low
1385,96,2024-04-18,Credit,61.47,Groceries,Delhi,Success,2024,4,April,18,Thursday,16,False,4645.554444444444,False,1,False,Low
1386,92,2024-11-25,Debit,2921.09,Entertainment,Delhi,Success,2024,11,November,25,Monday,48,False,2124.2845454545454,False,1,False,Low
1387,141,2024-07-07,Credit,3251.25,Fuel,Mumbai,Success,2024,7,July,7,Sunday,27,False,4947.688571428572,False,1,False,Low
1388,31,2024-04-04,Credit,1117.72,Bills,Delhi,Success,2024,4,April,4,Thursday,14,False,2332.482857142857,False,1,False,Low
1389,334,2024-04-14,Debit,1157.04,Groceries,Mumbai,Success,2024,4,April,14,Sunday,15,False,1489.34125,False,1,False,Low
1390,20,2024-01-08,Credit,1244.25,Travel,Chennai,Success,2024,1,January,8,Monday,2,False,4999.489166666667,False,1,False,Low
1391,146,2024-03-07,Debit,3419.79,Shopping,Hyderabad,Success,2024,3,March,7,Thursday,10,False,3329.3981818181815,False,1,False,Low
1392,477,2024-07-09,Credit,179.68,Groceries,Bangalore,Success,2024,7,July,9,Tuesday,28,False,2484.1383333333333,False,1,False,Low
1393,316,2024-09-12,Debit,7940.15,Travel,Bangalore,Failed,2024,9,September,12,Thursday,37,False,3197.252727272727,False,1,False,Low
1394,447,2024-01-09,Credit,755.1,Groceries,Chennai,Success,2024,1,January,9,Tuesday,2,False,1934.287142857143,False,1,False,Low
1395,390,2024-04-26,Debit,24078.53,Groceries,Delhi,Success,2024,4,April,26,Friday,17,False,4103.809285714286,True,1,False,High
1396,160,2024-09-23,Debit,564.5,Groceries,Hyderabad,Success,2024,9,September,23,Monday,39,False,2691.8464285714285,False,1,False,Low
1397,349,2024-04-08,Credit,4429.27,Bills,Chennai,Success,2024,4,April,8,Monday,15,False,3621.114,False,1,False,Low
1398,43,2024-10-24,Credit,758.54,Shopping,Chennai,Success,2024,10,October,24,Thursday,43,False,2711.725,False,1,False,Low
1399,254,2024-06-12,Debit,252.91,Groceries,Bangalore,Success,2024,6,June,12,Wednesday,24,False,2981.305714285714,False,1,False,Low
1400,130,2024-05-20,Credit,6236.72,Travel,Mumbai,Success,2024,5,May,20,Monday,21,False,2577.657,False,1,False,Low
1401,60,2024-09-24,Debit,5871.7,Bills,Mumbai,Success,2024,9,September,24,Tuesday,39,False,1726.7377777777776,True,1,False,High
1402,151,2024-02-06,Credit,1550.38,Fuel,Delhi,Success,2024,2,February,6,Tuesday,6,False,4896.843333333333,False,1,False,Low
1403,467,2024-03-14,Credit,3635.98,Groceries,Delhi,Success,2024,3,March,14,Thursday,11,False,4067.5849999999996,False,1,False,Low
1404,287,2024-03-13,Debit,2443.0,Bills,Chennai,Success,2024,3,March,13,Wednesday,11,False,5067.305714285714,False,1,False,Low
1405,499,2024-11-03,Debit,5751.07,Entertainment,Delhi,Success,2024,11,November,3,Sunday,44,False,4331.786428571429,False,1,False,Low
1406,5,2024-07-17,Credit,1135.25,Fuel,Mumbai,Success,2024,7,July,17,Wednesday,29,False,1341.5318181818182,False,1,False,Low
1407,467,2024-05-09,Credit,2224.95,Shopping,Hyderabad,Success,2024,5,May,9,Thursday,19,False,4067.5849999999996,False,1,False,Low
1408,418,2024-09-02,Credit,1992.94,Groceries,Bangalore,Success,2024,9,September,2,Monday,36,False,3692.1555555555556,False,1,False,Low
1409,266,2024-11-07,Credit,1310.43,Groceries,Mumbai,Success,2024,11,November,7,Thursday,45,False,4335.420833333334,False,1,False,Low
1410,345,2024-02-29,Credit,6661.77,Bills,Delhi,Success,2024,2,February,29,Thursday,9,False,4408.75909090909,False,1,False,Low
1411,130,2024-10-05,Debit,544.13,Shopping,Bangalore,Success,2024,10,October,5,Saturday,40,False,2577.657,False,1,False,Low
1412,382,2024-04-12,Credit,485.82,Entertainment,Bangalore,Success,2024,4,April,12,Friday,15,False,3167.6427272727274,False,1,False,Low
1413,267,2024-10-22,Credit,2580.51,Fuel,Chennai,Success,2024,10,October,22,Tuesday,43,False,2925.891,False,1,False,Low
1414,178,2024-11-15,Debit,3214.4,Travel,Delhi,Failed,2024,11,November,15,Friday,46,False,3041.3825,False,1,False,Low
1415,253,2024-12-06,Debit,649.32,Shopping,Chennai,Success,2024,12,December,6,Friday,49,False,1011.4575,False,1,False,Low
1416,415,2024-05-30,Debit,1486.42,Groceries,Bangalore,Success,2024,5,May,30,Thursday,22,False,2347.1928571428575,False,1,False,Low
1417,56,2024-06-05,Credit,8787.8,Bills,Chennai,Failed,2024,6,June,5,Wednesday,23,False,2246.4049999999997,True,1,False,High
1418,463,2024-07-24,Debit,849.55,Entertainment,Delhi,Success,2024,7,July,24,Wednesday,30,False,2781.9281818181817,False,1,False,Low
1419,457,2024-06-27,Debit,3311.12,Bills,Mumbai,Success,2024,6,June,27,Thursday,26,False,5225.52625,False,1,False,Low
1420,471,2024-07-15,Debit,4042.95,Fuel,Hyderabad,Success,2024,7,July,15,Monday,29,False,2327.477142857143,False,1,False,Low
1421,83,2024-08-10,Debit,1783.32,Shopping,Mumbai,Success,2024,8,August,10,Saturday,32,False,2080.6575000000003,False,1,False,Low
1422,393,2024-03-29,Credit,8319.01,Bills,Bangalore,Success,2024,3,March,29,Friday,13,False,4522.822,False,1,False,Low
1423,99,2024-10-13,Credit,4002.89,Travel,Mumbai,Success,2024,10,October,13,Sunday,41,False,2959.425,False,1,False,Low
1424,149,2024-10-02,Credit,1837.05,Travel,Chennai,Success,2024,10,October,2,Wednesday,40,False,2861.5566666666664,False,1,False,Low
1425,329,2024-08-23,Debit,2527.28,Bills,Delhi,Success,2024,8,August,23,Friday,34,False,2638.855,False,1,False,Low
1426,156,2024-07-01,Debit,3538.95,Groceries,Mumbai,Success,2024,7,July,1,Monday,27,False,3924.304285714286,False,1,False,Low
1427,190,2024-07-27,Debit,2690.86,Bills,Mumbai,Success,2024,7,July,27,Saturday,30,False,1776.445,False,1,False,Low
1428,494,2024-05-09,Debit,6328.41,Entertainment,Delhi,Success,2024,5,May,9,Thursday,19,False,3564.021666666667,False,1,False,Low
1429,371,2024-06-01,Debit,1324.31,Shopping,Chennai,Success,2024,6,June,1,Saturday,22,False,2708.2455555555553,False,1,False,Low
1430,263,2024-01-13,Debit,1069.54,Fuel,Hyderabad,Success,2024,1,January,13,Saturday,2,False,2318.08,False,1,False,Low
1431,80,2024-05-01,Credit,721.78,Travel,Mumbai,Success,2024,5,May,1,Wednesday,18,False,1584.8539999999998,False,1,False,Low
1432,400,2024-12-24,Credit,115.55,Bills,Bangalore,Success,2024,12,December,24,Tuesday,52,False,3013.558,False,1,False,Low
1433,252,2024-08-07,Debit,131.9,Entertainment,Chennai,Success,2024,8,August,7,Wednesday,32,False,2640.68,False,1,False,Low
1434,97,2024-04-15,Credit,6121.94,Travel,Chennai,Success,2024,4,April,15,Monday,16,False,6556.486,False,1,False,Low
1435,260,2024-03-10,Debit,3403.28,Travel,Mumbai,Success,2024,3,March,10,Sunday,10,False,3270.86375,False,1,False,Low
1436,260,2024-07-13,Debit,3241.13,Fuel,Delhi,Success,2024,7,July,13,Saturday,28,False,3270.86375,False,1,False,Low
1437,103,2024-07-04,Credit,2860.75,Travel,Mumbai,Success,2024,7,July,4,Thursday,27,False,1379.6085714285714,False,1,False,Low
1438,40,2024-04-08,Debit,5675.78,Entertainment,Mumbai,Success,2024,4,April,8,Monday,15,False,3839.6745454545453,False,1,False,Low
1439,273,2024-03-22,Credit,1963.32,Travel,Delhi,Success,2024,3,March,22,Friday,12,False,3736.3058333333333,False,1,False,Low
1440,101,2024-03-15,Debit,6130.16,Travel,Bangalore,Success,2024,3,March,15,Friday,11,False,2789.9883333333332,False,1,False,Low
1441,359,2024-12-05,Debit,1336.26,Bills,Delhi,Success,2024,12,December,5,Thursday,49,False,3760.747777777778,False,1,False,Low
1442,380,2024-07-10,Credit,7839.89,Bills,Mumbai,Success,2024,7,July,10,Wednesday,28,False,2789.703076923077,False,1,False,Low
1443,308,2024-11-20,Debit,3598.52,Shopping,Hyderabad,Success,2024,11,November,20,Wednesday,47,False,3885.1800000000003,False,1,False,Low
1444,221,2024-08-01,Debit,891.89,Groceries,Delhi,Success,2024,8,August,1,Thursday,31,False,2831.708,False,2,False,Low
1445,308,2024-11-10,Debit,2490.92,Entertainment,Bangalore,Failed,2024,11,November,10,Sunday,45,False,3885.1800000000003,False,2,False,Low
1446,420,2024-11-13,Credit,2284.47,Groceries,Delhi,Failed,2024,11,November,13,Wednesday,46,False,2751.6976923076923,False,1,False,Low
1447,124,2024-05-23,Debit,445.15,Groceries,Delhi,Success,2024,5,May,23,Thursday,21,False,2652.1916666666666,False,1,False,Low
1448,422,2024-08-03,Debit,2683.9,Travel,Chennai,Success,2024,8,August,3,Saturday,31,False,2367.291,False,1,False,Low
1449,231,2024-12-26,Debit,1134.07,Fuel,Chennai,Success,2024,12,December,26,Thursday,52,False,2687.61375,False,1,False,Low
1450,178,2024-11-19,Credit,161.31,Fuel,Mumbai,Success,2024,11,November,19,Tuesday,47,False,3041.3825,False,1,False,Low
1451,63,2024-01-15,Credit,8907.63,Travel,Mumbai,Success,2024,1,January,15,Monday,3,False,2560.41,True,1,False,High
1452,485,2024-08-04,Credit,3077.4,Entertainment,Delhi,Success,2024,8,August,4,Sunday,31,False,2709.1407142857142,False,1,False,Low
1453,116,2024-02-04,Credit,6284.74,Groceries,Hyderabad,Success,2024,2,February,4,Sunday,5,False,2306.2200000000003,False,1,False,Low
1454,191,2024-07-01,Credit,3381.55,Shopping,Mumbai,Success,2024,7,July,1,Monday,27,False,4859.77,False,1,False,Low
1455,62,2024-09-26,Debit,1324.76,Groceries,Delhi,Success,2024,9,September,26,Thursday,39,False,2466.562307692308,False,1,False,Low
1456,256,2024-12-23,Credit,2156.55,Fuel,Delhi,Success,2024,12,December,23,Monday,52,False,5449.941666666667,False,1,False,Low
1457,483,2024-04-09,Credit,3378.69,Groceries,Delhi,Success,2024,4,April,9,Tuesday,15,False,3331.8142857142857,False,1,False,Low
1458,7,2024-01-07,Debit,9675.61,Bills,Delhi,Success,2024,1,January,7,Sunday,1,False,2687.9053846153847,True,1,False,High
1459,155,2024-01-30,Credit,877.76,Bills,Delhi,Success,2024,1,January,30,Tuesday,5,False,3031.321111111111,False,1,False,Low
1460,92,2024-10-31,Debit,6237.77,Shopping,Chennai,Success,2024,10,October,31,Thursday,44,False,2124.2845454545454,False,1,False,Low
1461,470,2024-05-23,Credit,7734.14,Entertainment,Bangalore,Success,2024,5,May,23,Thursday,21,False,4476.55,False,1,False,Low
1462,14,2024-04-20,Debit,3329.77,Groceries,Bangalore,Success,2024,4,April,20,Saturday,16,False,4557.693636363636,False,1,False,Low
1463,455,2024-08-19,Debit,8032.56,Bills,Delhi,Success,2024,8,August,19,Monday,34,False,3339.415555555556,False,1,False,Low
1464,229,2024-06-27,Credit,1521.89,Entertainment,Mumbai,Success,2024,6,June,27,Thursday,26,False,1367.8116666666665,False,1,False,Low
1465,86,2024-03-12,Credit,9173.86,Bills,Hyderabad,Success,2024,3,March,12,Tuesday,11,False,2604.4139999999998,True,1,False,High
1466,133,2024-07-28,Debit,3639.88,Entertainment,Delhi,Success,2024,7,July,28,Sunday,30,False,2658.651,False,1,False,Low
1467,183,2024-08-07,Debit,128.74,Entertainment,Hyderabad,Success,2024,8,August,7,Wednesday,32,False,2550.3185714285714,False,1,False,Low
1468,386,2024-03-20,Debit,7121.37,Bills,Chennai,Success,2024,3,March,20,Wednesday,12,False,3896.99,False,1,False,Low
1469,62,2024-03-23,Debit,1987.7,Travel,Bangalore,Success,2024,3,March,23,Saturday,12,False,2466.562307692308,False,1,False,Low
1470,219,2024-02-11,Debit,1850.38,Fuel,Chennai,Failed,2024,2,February,11,Sunday,6,False,3085.137142857143,False,1,False,Low
1471,405,2024-09-29,Debit,2507.36,Entertainment,Mumbai,Success,2024,9,September,29,Sunday,39,False,1444.8782352941178,False,1,False,Low
1472,246,2024-07-09,Debit,485.39,Travel,Mumbai,Success,2024,7,July,9,Tuesday,28,False,4588.834444444444,False,1,False,Low
1473,230,2024-06-21,Credit,1899.92,Groceries,Delhi,Success,2024,6,June,21,Friday,25,False,3277.9174999999996,False,1,False,Low
1474,79,2024-01-07,Debit,5335.83,Travel,Mumbai,Failed,2024,1,January,7,Sunday,1,False,2640.2863636363636,False,1,False,Low
1475,149,2024-06-03,Credit,46.81,Bills,Mumbai,Success,2024,6,June,3,Monday,23,False,2861.5566666666664,False,1,False,Low
1476,138,2024-01-10,Credit,956.14,Travel,Chennai,Success,2024,1,January,10,Wednesday,2,False,2060.032142857143,False,1,False,Low
1477,471,2024-02-03,Debit,7.37,Fuel,Hyderabad,Success,2024,2,February,3,Saturday,5,False,2327.477142857143,False,1,False,Low
1478,314,2024-02-05,Debit,1612.08,Bills,Bangalore,Success,2024,2,February,5,Monday,6,False,2622.1075,False,1,False,Low
1479,376,2024-01-06,Credit,3909.34,Shopping,Mumbai,Success,2024,1,January,6,Saturday,1,False,3564.454117647059,False,1,False,Low
1480,423,2024-08-02,Debit,4809.95,Groceries,Mumbai,Success,2024,8,August,2,Friday,31,False,5359.152857142857,False,1,False,Low
1481,389,2024-05-13,Debit,8711.63,Shopping,Chennai,Success,2024,5,May,13,Monday,20,False,3279.9962499999997,False,1,False,Low
1482,65,2024-10-11,Credit,2813.34,Travel,Bangalore,Failed,2024,10,October,11,Friday,41,False,2941.561,False,1,False,Low
1483,13,2024-05-05,Credit,881.61,Entertainment,Chennai,Success,2024,5,May,5,Sunday,18,False,3335.853333333333,False,1,False,Low
1484,213,2024-12-02,Credit,7736.91,Travel,Hyderabad,Success,2024,12,December,2,Monday,49,False,3236.6346153846152,False,1,False,Low
1485,474,2024-06-22,Debit,4479.18,Entertainment,Chennai,Success,2024,6,June,22,Saturday,25,False,2072.614,False,1,False,Low
1486,242,2024-05-31,Debit,2562.97,Shopping,Bangalore,Success,2024,5,May,31,Friday,22,False,2464.653846153846,False,1,False,Low
1487,493,2024-11-26,Credit,3568.63,Shopping,Bangalore,Success,2024,11,November,26,Tuesday,48,False,1708.753,False,1,False,Low
1488,213,2024-01-26,Debit,7743.58,Entertainment,Mumbai,Success,2024,1,January,26,Friday,4,False,3236.6346153846152,False,1,False,Low
1489,181,2024-04-24,Credit,3738.49,Fuel,Hyderabad,Success,2024,4,April,24,Wednesday,17,False,2044.0483333333332,False,1,False,Low
1490,338,2024-10-10,Debit,1378.38,Groceries,Delhi,Success,2024,10,October,10,Thursday,41,False,1901.9735714285714,False,2,False,Low
1491,485,2024-03-15,Credit,3745.11,Bills,Mumbai,Success,2024,3,March,15,Friday,11,False,2709.1407142857142,False,1,False,Low
1492,173,2024-06-14,Debit,123.34,Shopping,Chennai,Success,2024,6,June,14,Friday,24,False,1450.532857142857,False,1,False,Low
1493,160,2024-07-07,Credit,1465.31,Groceries,Chennai,Success,2024,7,July,7,Sunday,27,False,2691.8464285714285,False,1,False,Low
1494,164,2024-03-18,Debit,1564.26,Bills,Bangalore,Success,2024,3,March,18,Monday,12,False,3173.7692857142856,False,1,False,Low
1495,465,2024-03-30,Debit,547.58,Travel,Bangalore,Success,2024,3,March,30,Saturday,13,False,3610.3190909090913,False,1,False,Low
1496,483,2024-06-24,Credit,70.07,Bills,Bangalore,Success,2024,6,June,24,Monday,26,False,3331.8142857142857,False,1,False,Low
1497,497,2024-01-21,Debit,429.47,Shopping,Delhi,Success,2024,1,January,21,Sunday,3,False,3310.4718181818184,False,1,False,Low
1498,188,2024-02-23,Debit,3189.34,Fuel,Delhi,Failed,2024,2,February,23,Friday,8,False,2407.878333333333,False,1,False,Low
1499,395,2024-07-02,Credit,4862.84,Fuel,Mumbai,Success,2024,7,July,2,Tuesday,27,False,3648.5184615384615,False,1,False,Low
1500,191,2024-12-24,Debit,13319.86,Groceries,Delhi,Success,2024,12,December,24,Tuesday,52,False,4859.77,False,1,False,Low
1501,405,2024-08-09,Debit,1275.61,Travel,Bangalore,Success,2024,8,August,9,Friday,32,False,1444.8782352941178,False,1,False,Low
1502,308,2024-11-10,Debit,2744.22,Groceries,Mumbai,Success,2024,11,November,10,Sunday,45,False,3885.1800000000003,False,2,False,Low
1503,256,2024-11-23,Credit,8300.77,Entertainment,Mumbai,Success,2024,11,November,23,Saturday,47,False,5449.941666666667,False,1,False,Low
1504,183,2024-06-27,Credit,548.32,Fuel,Hyderabad,Success,2024,6,June,27,Thursday,26,False,2550.3185714285714,False,1,False,Low
1505,117,2024-10-02,Credit,3793.78,Groceries,Delhi,Success,2024,10,October,2,Wednesday,40,False,2726.27,False,1,False,Low
1506,282,2024-04-21,Credit,4219.23,Entertainment,Chennai,Success,2024,4,April,21,Sunday,16,False,3516.599166666667,False,1,False,Low
1507,196,2024-08-11,Credit,279.56,Travel,Chennai,Success,2024,8,August,11,Sunday,32,False,2641.6536363636365,False,1,False,Low
1508,34,2024-08-01,Debit,5925.23,Bills,Hyderabad,Success,2024,8,August,1,Thursday,31,False,2443.48,False,1,False,Low
1509,52,2024-02-28,Debit,5031.63,Groceries,Bangalore,Success,2024,2,February,28,Wednesday,9,False,3312.3514285714286,False,1,False,Low
1510,112,2024-11-22,Credit,101.92,Entertainment,Hyderabad,Success,2024,11,November,22,Friday,47,False,2853.0825,False,1,False,Low
1511,252,2024-04-18,Debit,286.51,Fuel,Bangalore,Success,2024,4,April,18,Thursday,16,False,2640.68,False,1,False,Low
1512,82,2024-06-05,Debit,151.12,Bills,Delhi,Success,2024,6,June,5,Wednesday,23,False,1637.9207692307693,False,1,False,Low
1513,232,2024-07-09,Debit,1222.75,Groceries,Delhi,Success,2024,7,July,9,Tuesday,28,False,3501.358,False,1,False,Low
1514,227,2024-07-18,Debit,2135.7,Fuel,Mumbai,Success,2024,7,July,18,Thursday,29,False,2514.97,False,1,False,Low
1515,233,2024-11-07,Credit,2280.09,Bills,Mumbai,Success,2024,11,November,7,Thursday,45,False,2940.181818181818,False,1,False,Low
1516,221,2024-07-14,Credit,934.56,Shopping,Mumbai,Success,2024,7,July,14,Sunday,28,False,2831.708,False,1,False,Low
1517,436,2024-02-04,Debit,7277.54,Fuel,Mumbai,Success,2024,2,February,4,Sunday,5,False,2320.7455555555553,True,1,False,High
1518,413,2024-09-02,Debit,1377.85,Shopping,Chennai,Success,2024,9,September,2,Monday,36,False,2364.998461538462,False,1,False,Low
1519,422,2024-08-24,Credit,139.86,Travel,Mumbai,Success,2024,8,August,24,Saturday,34,False,2367.291,False,1,False,Low
1520,42,2024-04-13,Debit,1071.0,Groceries,Mumbai,Success,2024,4,April,13,Saturday,15,False,2175.09625,False,1,False,Low
1521,21,2024-01-07,Debit,2272.16,Entertainment,Mumbai,Success,2024,1,January,7,Sunday,1,False,4248.705,False,1,False,Low
1522,42,2024-10-09,Debit,1573.87,Groceries,Bangalore,Success,2024,10,October,9,Wednesday,41,False,2175.09625,False,1,False,Low
1523,397,2024-01-01,Credit,959.97,Fuel,Mumbai,Success,2024,1,January,1,Monday,1,False,2284.9615384615386,False,1,False,Low
1524,113,2024-08-06,Credit,422.35,Shopping,Hyderabad,Success,2024,8,August,6,Tuesday,32,False,1639.2816666666668,False,1,False,Low
1525,105,2024-08-17,Debit,5130.5,Shopping,Mumbai,Success,2024,8,August,17,Saturday,33,False,3814.9283333333333,False,1,False,Low
1526,192,2024-06-20,Debit,16675.34,Bills,Mumbai,Success,2024,6,June,20,Thursday,25,False,3894.891428571428,True,1,False,High
1527,17,2024-03-27,Debit,1199.38,Groceries,Chennai,Success,2024,3,March,27,Wednesday,13,False,3164.6292857142857,False,1,False,Low
1528,120,2024-02-10,Debit,1441.96,Groceries,Mumbai,Failed,2024,2,February,10,Saturday,6,False,2184.433636363636,False,1,False,Low
1529,393,2024-05-02,Debit,2887.3,Fuel,Bangalore,Success,2024,5,May,2,Thursday,18,False,4522.822,False,1,False,Low
1530,425,2024-11-26,Debit,3802.24,Shopping,Delhi,Success,2024,11,November,26,Tuesday,48,False,3645.576666666667,False,1,False,Low
1531,129,2024-10-24,Credit,1492.89,Fuel,Mumbai,Success,2024,10,October,24,Thursday,43,False,3383.817272727273,False,1,False,Low
1532,130,2024-06-26,Credit,7059.41,Fuel,Mumbai,Success,2024,6,June,26,Wednesday,26,False,2577.657,False,1,False,Low
1533,60,2024-03-03,Debit,2462.97,Travel,Mumbai,Success,2024,3,March,3,Sunday,9,False,1726.7377777777776,False,1,False,Low
1534,48,2024-06-13,Credit,1795.64,Shopping,Chennai,Success,2024,6,June,13,Thursday,24,False,4545.104545454545,False,1,False,Low
1535,29,2024-07-05,Debit,3121.08,Fuel,Delhi,Success,2024,7,July,5,Friday,27,False,3419.1572727272724,False,1,False,Low
1536,97,2024-07-27,Debit,9160.33,Shopping,Chennai,Success,2024,7,July,27,Saturday,30,False,6556.486,False,1,False,Low
1537,10,2024-08-14,Credit,4747.69,Fuel,Chennai,Success,2024,8,August,14,Wednesday,33,False,2062.145,False,1,False,Low
1538,242,2024-02-17,Credit,122.51,Entertainment,Chennai,Success,2024,2,February,17,Saturday,7,False,2464.653846153846,False,1,False,Low
1539,314,2024-08-11,Debit,1211.79,Fuel,Bangalore,Success,2024,8,August,11,Sunday,32,False,2622.1075,False,1,False,Low
1540,444,2024-01-03,Debit,1907.72,Fuel,Delhi,Success,2024,1,January,3,Wednesday,1,False,1823.282,False,1,False,Low
1541,232,2024-06-23,Credit,1132.9,Entertainment,Bangalore,Success,2024,6,June,23,Sunday,25,False,3501.358,False,1,False,Low
1542,277,2024-04-08,Credit,3613.79,Groceries,Bangalore,Success,2024,4,April,8,Monday,15,False,2906.87,False,1,False,Low
1543,284,2024-04-25,Debit,5250.74,Shopping,Delhi,Success,2024,4,April,25,Thursday,17,False,4290.577777777778,False,1,False,Low
1544,203,2024-09-26,Debit,3942.98,Bills,Bangalore,Success,2024,9,September,26,Thursday,39,False,4812.872222222223,False,1,False,Low
1545,247,2024-09-09,Debit,13621.88,Entertainment,Delhi,Success,2024,9,September,9,Monday,37,False,4781.057777777777,False,1,False,Low
1546,290,2024-11-12,Credit,954.62,Groceries,Mumbai,Success,2024,11,November,12,Tuesday,46,False,2751.758333333333,False,1,False,Low
1547,264,2024-04-04,Debit,6238.07,Fuel,Chennai,Success,2024,4,April,4,Thursday,14,False,3052.8775,False,1,False,Low
1548,443,2024-09-29,Credit,4365.3,Travel,Bangalore,Success,2024,9,September,29,Sunday,39,False,2760.6749999999997,False,1,False,Low
1549,214,2024-01-24,Debit,1349.09,Groceries,Delhi,Success,2024,1,January,24,Wednesday,4,False,4746.248823529411,False,2,False,Low
1550,200,2024-04-25,Credit,3974.18,Entertainment,Hyderabad,Success,2024,4,April,25,Thursday,17,False,2120.235,False,1,False,Low
1551,433,2024-05-30,Credit,329.7,Travel,Bangalore,Failed,2024,5,May,30,Thursday,22,False,3851.3199999999997,False,1,False,Low
1552,79,2024-12-03,Credit,4672.44,Fuel,Bangalore,Success,2024,12,December,3,Tuesday,49,False,2640.2863636363636,False,1,False,Low
1553,401,2024-02-19,Credit,2279.98,Groceries,Delhi,Failed,2024,2,February,19,Monday,8,False,2210.534,False,1,False,Low
1554,444,2024-07-24,Debit,1037.16,Bills,Hyderabad,Success,2024,7,July,24,Wednesday,30,False,1823.282,False,1,False,Low
1555,343,2024-11-30,Credit,3199.4,Shopping,Hyderabad,Success,2024,11,November,30,Saturday,48,False,2257.68,False,1,False,Low
1556,344,2024-03-19,Credit,3078.48,Shopping,Mumbai,Success,2024,3,March,19,Tuesday,12,False,2878.122142857143,False,1,False,Low
1557,173,2024-03-10,Credit,705.22,Entertainment,Bangalore,Success,2024,3,March,10,Sunday,10,False,1450.532857142857,False,1,False,Low
1558,467,2024-01-27,Debit,92.61,Fuel,Chennai,Success,2024,1,January,27,Saturday,4,False,4067.5849999999996,False,1,False,Low
1559,69,2024-09-27,Debit,1705.48,Fuel,Bangalore,Success,2024,9,September,27,Friday,39,False,2143.839,False,1,False,Low
1560,416,2024-02-19,Debit,2528.51,Shopping,Chennai,Success,2024,2,February,19,Monday,8,False,3217.8783333333336,False,1,False,Low
1561,428,2024-10-18,Debit,6277.1,Groceries,Chennai,Success,2024,10,October,18,Friday,42,False,2027.1375,True,1,False,High
1562,449,2024-09-03,Debit,7902.31,Fuel,Delhi,Success,2024,9,September,3,Tuesday,36,False,3260.235,False,1,False,Low
1563,87,2024-09-20,Debit,2257.45,Bills,Bangalore,Success,2024,9,September,20,Friday,38,False,3074.2866666666664,False,1,False,Low
1564,101,2024-03-19,Credit,4204.88,Bills,Delhi,Failed,2024,3,March,19,Tuesday,12,False,2789.9883333333332,False,1,False,Low
1565,8,2024-07-08,Credit,1735.73,Fuel,Mumbai,Success,2024,7,July,8,Monday,28,False,3132.74,False,1,False,Low
1566,333,2024-02-16,Credit,4112.23,Fuel,Chennai,Success,2024,2,February,16,Friday,7,False,4042.858571428572,False,1,False,Low
1567,200,2024-12-26,Debit,687.49,Shopping,Hyderabad,Success,2024,12,December,26,Thursday,52,False,2120.235,False,1,False,Low
1568,87,2024-12-19,Credit,1391.18,Entertainment,Chennai,Success,2024,12,December,19,Thursday,51,False,3074.2866666666664,False,1,False,Low
1569,43,2024-12-17,Credit,3017.24,Shopping,Mumbai,Success,2024,12,December,17,Tuesday,51,False,2711.725,False,1,False,Low
1570,385,2024-07-07,Debit,54.97,Entertainment,Chennai,Success,2024,7,July,7,Sunday,27,False,5784.4685714285715,False,1,False,Low
1571,109,2024-09-12,Credit,3845.38,Bills,Delhi,Success,2024,9,September,12,Thursday,37,False,2228.825,False,1,False,Low
1572,435,2024-08-09,Debit,5415.18,Entertainment,Bangalore,Success,2024,8,August,9,Friday,32,False,2872.8650000000002,False,1,False,Low
1573,408,2024-08-28,Credit,1528.19,Shopping,Hyderabad,Success,2024,8,August,28,Wednesday,35,False,4373.823333333334,False,1,False,Low
1574,483,2024-09-25,Debit,1782.31,Fuel,Delhi,Success,2024,9,September,25,Wednesday,39,False,3331.8142857142857,False,1,False,Low
1575,152,2024-01-01,Debit,5717.11,Entertainment,Bangalore,Success,2024,1,January,1,Monday,1,False,2141.447272727273,False,1,False,Low
1576,17,2024-02-03,Debit,4483.71,Shopping,Hyderabad,Success,2024,2,February,3,Saturday,5,False,3164.6292857142857,False,1,False,Low
1577,133,2024-03-19,Credit,1019.66,Bills,Mumbai,Success,2024,3,March,19,Tuesday,12,False,2658.651,False,1,False,Low
1578,148,2024-08-23,Credit,1174.58,Travel,Chennai,Success,2024,8,August,23,Friday,34,False,2567.64,False,1,False,Low
