transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,location,transaction_status
1285,481,2024-05-16,Credit,1934.48,Groceries,Hyderabad,Success
1286,151,2024-09-01,Credit,5784.96,Groceries,Mumbai,Success
1287,114,2024-04-18,Credit,1912.39,Shopping,Bangalore,Success
1288,237,2024-11-08,Debit,6089.17,Bills,Delhi,Success
1289,66,2024-10-13,Credit,1034.14,Shopping,Bangalore,Success
1290,361,2024-01-21,Debit,413.7,Groceries,Hyderabad,Success
1291,341,2024-03-30,Debit,5799.58,Travel,Chennai,Success
1292,258,2024-10-22,Debit,2655.94,Bills,Delhi,Success
1293,475,2024-04-21,Debit,6597.17,Travel,Chennai,Success
1294,249,2024-10-27,Credit,8333.51,Travel,Bangalore,Success
1295,457,2024-03-17,Debit,165.36,Travel,Chennai,Success
1296,449,2024-06-25,Debit,2085.26,Bills,Chennai,Success
1297,331,2024-12-08,Credit,1409.84,Travel,Bangalore,Success
1298,323,2024-05-27,Credit,2949.36,Bills,Delhi,Success
1299,180,2024-04-10,Credit,4733.69,Entertainment,Chennai,Success
1300,190,2024-09-02,Debit,987.97,Groceries,Chennai,Success
1301,407,2024-04-26,Credit,2441.19,Fuel,Bangalore,Success
1302,154,2024-04-01,Debit,3700.5,Travel,Mumbai,Success
1303,196,2024-01-28,Debit,433.1,Shopping,Chennai,Success
1304,466,2024-01-25,Credit,5047.11,Entertainment,Hyderabad,Success
1305,311,2024-02-27,Credit,2795.05,Shopping,Delhi,Success
1306,262,2024-10-23,Credit,8959.57,Fuel,Chennai,Success
1307,419,2024-05-13,Debit,1244.41,Bills,Bangalore,Success
1308,406,2024-11-26,Debit,343.36,Fuel,Hyderabad,Success
1309,427,2024-09-05,Debit,2118.7,Shopping,Bangalore,Success
1310,143,2024-02-07,Debit,269.15,Fuel,Chennai,Success
1311,342,2024-03-15,Debit,10472.7,Groceries,Hyderabad,Success
1312,316,2024-05-21,Debit,118.36,Fuel,Delhi,Success
1313,101,2024-11-17,Credit,4201.23,Travel,Delhi,Success
1314,244,2024-06-16,Debit,2233.97,Groceries,Delhi,Success
1315,490,2024-09-15,Credit,1379.55,Travel,Mumbai,Success
1316,12,2024-12-20,Credit,204.33,Fuel,Bangalore,Success
1317,239,2024-08-12,Credit,2919.91,Groceries,Chennai,Success
1318,49,2024-05-31,Credit,2640.02,Groceries,Hyderabad,Success
1319,42,2024-01-19,Credit,989.19,Fuel,Bangalore,Success
1320,166,2024-05-25,Debit,7231.24,Entertainment,Chennai,Success
1321,82,2024-08-28,Debit,1087.69,Bills,Mumbai,Success
1322,429,2024-12-09,Debit,1792.01,Bills,Chennai,Success
1323,291,2024-08-24,Debit,2354.23,Bills,Bangalore,Success
1324,158,2024-02-04,Credit,316.85,Groceries,Chennai,Success
1325,216,2024-07-08,Credit,8071.89,Bills,Hyderabad,Success
1326,490,2024-01-01,Credit,1407.79,Groceries,Mumbai,Success
1327,158,2024-06-01,Debit,252.69,Entertainment,Hyderabad,Success
1328,462,2024-05-05,Debit,1469.6,Fuel,Mumbai,Success
1329,134,2024-12-10,Debit,2750.39,Fuel,Mumbai,Success
1330,67,2024-08-13,Debit,2162.5,Groceries,Chennai,Success
1331,336,2024-08-08,Credit,3557.83,Groceries,Hyderabad,Success
1332,7,2024-07-29,Credit,171.25,Entertainment,Mumbai,Success
1333,436,2024-01-25,Debit,1004.49,Bills,Mumbai,Success
1334,14,2024-01-16,Debit,5131.6,Entertainment,Chennai,Success
1335,73,2024-06-30,Credit,249.8,Fuel,Bangalore,Success
1336,399,2024-11-24,Credit,5803.14,Fuel,Bangalore,Success
1337,405,2024-05-08,Credit,289.19,Travel,Delhi,Success
1338,163,2024-02-11,Credit,5395.52,Bills,Delhi,Success
1339,66,2024-12-01,Debit,1342.56,Fuel,Mumbai,Success
1340,347,2024-08-23,Credit,2841.87,Travel,Bangalore,Success
1341,130,2024-12-25,Credit,497.76,Groceries,Mumbai,Success
1342,419,2024-02-03,Credit,205.38,Fuel,Hyderabad,Success
1343,466,2024-12-10,Credit,729.8,Shopping,Bangalore,Success
1344,206,2024-02-14,Debit,410.39,Bills,Bangalore,Success
1345,276,2024-05-13,Debit,1123.67,Travel,Bangalore,Success
1346,466,2024-01-21,Debit,2167.01,Bills,Delhi,Success
1347,256,2024-05-01,Debit,2665.73,Bills,Chennai,Success
1348,266,2024-03-10,Debit,4680.06,Shopping,Chennai,Success
1349,25,2024-12-17,Debit,3203.43,Entertainment,Delhi,Success
1350,450,2024-12-26,Credit,2815.29,Groceries,Delhi,Success
1351,281,2024-02-17,Credit,1591.97,Bills,Delhi,Success
1352,253,2024-02-08,Credit,1926.27,Fuel,Chennai,Success
1353,310,2024-10-13,Credit,1605.97,Groceries,Mumbai,Success
1354,289,2024-01-10,Debit,5538.63,Fuel,Delhi,Failed
1355,164,2024-01-30,Credit,784.1,Groceries,Mumbai,Success
1356,95,2024-08-31,Debit,17.21,Groceries,Mumbai,Success
1357,270,2024-09-30,Credit,3160.8,Travel,Hyderabad,Success
1358,321,2024-03-28,Credit,678.68,Fuel,Chennai,Success
1359,110,2024-08-31,Credit,6624.97,Fuel,Mumbai,Success
1360,336,2024-11-24,Debit,5877.97,Groceries,Chennai,Success
1361,310,2024-01-15,Credit,239.49,Bills,Chennai,Failed
1362,238,2024-01-04,Debit,337.45,Fuel,Hyderabad,Success
1363,381,2024-07-09,Debit,2050.61,Shopping,Chennai,Success
1364,436,2024-06-16,Credit,2818.85,Shopping,Mumbai,Success
1365,387,2024-01-09,Debit,964.37,Groceries,Bangalore,Success
1366,483,2024-04-18,Debit,3784.78,Entertainment,Mumbai,Success
1367,425,2024-05-16,Credit,2710.98,Groceries,Mumbai,Success
1368,390,2024-06-02,Credit,1178.35,Groceries,Chennai,Success
1369,25,2024-07-27,Credit,77.1,Bills,Mumbai,Success
1370,141,2024-09-28,Credit,4160.69,Bills,Bangalore,Success
1371,117,2024-05-22,Credit,725.27,Travel,Chennai,Failed
1372,482,2024-04-08,Credit,5395.88,Entertainment,Delhi,Success
1373,392,2024-11-03,Debit,1635.68,Entertainment,Mumbai,Success
1374,405,2024-03-09,Credit,2581.7,Entertainment,Mumbai,Success
1375,482,2024-09-03,Credit,6189.49,Entertainment,Hyderabad,Success
1376,452,2024-09-17,Debit,5977.0,Entertainment,Delhi,Success
1377,25,2024-10-02,Credit,1393.35,Groceries,Delhi,Success
1378,79,2024-03-19,Debit,702.95,Groceries,Bangalore,Success
1379,68,2024-05-25,Credit,4476.91,Travel,Delhi,Success
1380,173,2024-04-20,Credit,1702.61,Shopping,Hyderabad,Success
1381,444,2024-09-14,Debit,639.74,Shopping,Bangalore,Success
1382,12,2024-04-02,Credit,7043.54,Travel,Delhi,Success
1383,288,2024-01-13,Debit,662.33,Travel,Bangalore,Success
1384,128,2024-09-16,Credit,78.44,Fuel,Delhi,Success
1385,96,2024-04-18,Credit,61.47,Groceries,Delhi,Success
1386,92,2024-11-25,Debit,2921.09,Entertainment,Delhi,Success
1387,141,2024-07-07,Credit,3251.25,Fuel,Mumbai,Success
1388,31,2024-04-04,Credit,1117.72,Bills,Delhi,Success
1389,334,2024-04-14,Debit,1157.04,Groceries,Mumbai,Success
1390,20,2024-01-08,Credit,1244.25,Travel,Chennai,Success
1391,146,2024-03-07,Debit,3419.79,Shopping,Hyderabad,Success
1392,477,2024-07-09,Credit,179.68,Groceries,Bangalore,Success
1393,316,2024-09-12,Debit,7940.15,Travel,Bangalore,Failed
1394,447,2024-01-09,Credit,755.1,Groceries,Chennai,Success
1395,390,2024-04-26,Debit,24078.53,Groceries,Delhi,Success
1396,160,2024-09-23,Debit,564.5,Groceries,Hyderabad,Success
1397,349,2024-04-08,Credit,4429.27,Bills,Chennai,Success
1398,43,2024-10-24,Credit,758.54,Shopping,Chennai,Success
1399,254,2024-06-12,Debit,252.91,Groceries,Bangalore,Success
1400,130,2024-05-20,Credit,6236.72,Travel,Mumbai,Success
1401,60,2024-09-24,Debit,5871.7,Bills,Mumbai,Success
1402,151,2024-02-06,Credit,1550.38,Fuel,Delhi,Success
1403,467,2024-03-14,Credit,3635.98,Groceries,Delhi,Success
1404,287,2024-03-13,Debit,2443.0,Bills,Chennai,Success
1405,499,2024-11-03,Debit,5751.07,Entertainment,Delhi,Success
1406,5,2024-07-17,Credit,1135.25,Fuel,Mumbai,Success
1407,467,2024-05-09,Credit,2224.95,Shopping,Hyderabad,Success
1408,418,2024-09-02,Credit,1992.94,Groceries,Bangalore,Success
1409,266,2024-11-07,Credit,1310.43,Groceries,Mumbai,Success
1410,345,2024-02-29,Credit,6661.77,Bills,Delhi,Success
1411,130,2024-10-05,Debit,544.13,Shopping,Bangalore,Success
1412,382,2024-04-12,Credit,485.82,Entertainment,Bangalore,Success
1413,267,2024-10-22,Credit,2580.51,Fuel,Chennai,Success
1414,178,2024-11-15,Debit,3214.4,Travel,Delhi,Failed
1415,253,2024-12-06,Debit,649.32,Shopping,Chennai,Success
1416,415,2024-05-30,Debit,1486.42,Groceries,Bangalore,Success
1417,56,2024-06-05,Credit,8787.8,Bills,Chennai,Failed
1418,463,2024-07-24,Debit,849.55,Entertainment,Delhi,Success
1419,457,2024-06-27,Debit,3311.12,Bills,Mumbai,Success
1420,471,2024-07-15,Debit,4042.95,Fuel,Hyderabad,Success
1421,83,2024-08-10,Debit,1783.32,Shopping,Mumbai,Success
1422,393,2024-03-29,Credit,8319.01,Bills,Bangalore,Success
1423,99,2024-10-13,Credit,4002.89,Travel,Mumbai,Success
1424,149,2024-10-02,Credit,1837.05,Travel,Chennai,Success
1425,329,2024-08-23,Debit,2527.28,Bills,Delhi,Success
1426,156,2024-07-01,Debit,3538.95,Groceries,Mumbai,Success
1427,190,2024-07-27,Debit,2690.86,Bills,Mumbai,Success
1428,494,2024-05-09,Debit,6328.41,Entertainment,Delhi,Success
1429,371,2024-06-01,Debit,1324.31,Shopping,Chennai,Success
1430,263,2024-01-13,Debit,1069.54,Fuel,Hyderabad,Success
1431,80,2024-05-01,Credit,721.78,Travel,Mumbai,Success
1432,400,2024-12-24,Credit,115.55,Bills,Bangalore,Success
1433,252,2024-08-07,Debit,131.9,Entertainment,Chennai,Success
1434,97,2024-04-15,Credit,6121.94,Travel,Chennai,Success
1435,260,2024-03-10,Debit,3403.28,Travel,Mumbai,Success
1436,260,2024-07-13,Debit,3241.13,Fuel,Delhi,Success
1437,103,2024-07-04,Credit,2860.75,Travel,Mumbai,Success
1438,40,2024-04-08,Debit,5675.78,Entertainment,Mumbai,Success
1439,273,2024-03-22,Credit,1963.32,Travel,Delhi,Success
1440,101,2024-03-15,Debit,6130.16,Travel,Bangalore,Success
1441,359,2024-12-05,Debit,1336.26,Bills,Delhi,Success
1442,380,2024-07-10,Credit,7839.89,Bills,Mumbai,Success
1443,308,2024-11-20,Debit,3598.52,Shopping,Hyderabad,Success
1444,221,2024-08-01,Debit,891.89,Groceries,Delhi,Success
1445,308,2024-11-10,Debit,2490.92,Entertainment,Bangalore,Failed
1446,420,2024-11-13,Credit,2284.47,Groceries,Delhi,Failed
1447,124,2024-05-23,Debit,445.15,Groceries,Delhi,Success
1448,422,2024-08-03,Debit,2683.9,Travel,Chennai,Success
1449,231,2024-12-26,Debit,1134.07,Fuel,Chennai,Success
1450,178,2024-11-19,Credit,161.31,Fuel,Mumbai,Success
1451,63,2024-01-15,Credit,8907.63,Travel,Mumbai,Success
1452,485,2024-08-04,Credit,3077.4,Entertainment,Delhi,Success
1453,116,2024-02-04,Credit,6284.74,Groceries,Hyderabad,Success
1454,191,2024-07-01,Credit,3381.55,Shopping,Mumbai,Success
1455,62,2024-09-26,Debit,1324.76,Groceries,Delhi,Success
1456,256,2024-12-23,Credit,2156.55,Fuel,Delhi,Success
1457,483,2024-04-09,Credit,3378.69,Groceries,Delhi,Success
1458,7,2024-01-07,Debit,9675.61,Bills,Delhi,Success
1459,155,2024-01-30,Credit,877.76,Bills,Delhi,Success
1460,92,2024-10-31,Debit,6237.77,Shopping,Chennai,Success
1461,470,2024-05-23,Credit,7734.14,Entertainment,Bangalore,Success
1462,14,2024-04-20,Debit,3329.77,Groceries,Bangalore,Success
1463,455,2024-08-19,Debit,8032.56,Bills,Delhi,Success
1464,229,2024-06-27,Credit,1521.89,Entertainment,Mumbai,Success
1465,86,2024-03-12,Credit,9173.86,Bills,Hyderabad,Success
1466,133,2024-07-28,Debit,3639.88,Entertainment,Delhi,Success
1467,183,2024-08-07,Debit,128.74,Entertainment,Hyderabad,Success
1468,386,2024-03-20,Debit,7121.37,Bills,Chennai,Success
1469,62,2024-03-23,Debit,1987.7,Travel,Bangalore,Success
1470,219,2024-02-11,Debit,1850.38,Fuel,Chennai,Failed
1471,405,2024-09-29,Debit,2507.36,Entertainment,Mumbai,Success
1472,246,2024-07-09,Debit,485.39,Travel,Mumbai,Success
1473,230,2024-06-21,Credit,1899.92,Groceries,Delhi,Success
1474,79,2024-01-07,Debit,5335.83,Travel,Mumbai,Failed
1475,149,2024-06-03,Credit,46.81,Bills,Mumbai,Success
1476,138,2024-01-10,Credit,956.14,Travel,Chennai,Success
1477,471,2024-02-03,Debit,7.37,Fuel,Hyderabad,Success
1478,314,2024-02-05,Debit,1612.08,Bills,Bangalore,Success
1479,376,2024-01-06,Credit,3909.34,Shopping,Mumbai,Success
1480,423,2024-08-02,Debit,4809.95,Groceries,Mumbai,Success
1481,389,2024-05-13,Debit,8711.63,Shopping,Chennai,Success
1482,65,2024-10-11,Credit,2813.34,Travel,Bangalore,Failed
1483,13,2024-05-05,Credit,881.61,Entertainment,Chennai,Success
1484,213,2024-12-02,Credit,7736.91,Travel,Hyderabad,Success
1485,474,2024-06-22,Debit,4479.18,Entertainment,Chennai,Success
1486,242,2024-05-31,Debit,2562.97,Shopping,Bangalore,Success
1487,493,2024-11-26,Credit,3568.63,Shopping,Bangalore,Success
1488,213,2024-01-26,Debit,7743.58,Entertainment,Mumbai,Success
1489,181,2024-04-24,Credit,3738.49,Fuel,Hyderabad,Success
1490,338,2024-10-10,Debit,1378.38,Groceries,Delhi,Success
1491,485,2024-03-15,Credit,3745.11,Bills,Mumbai,Success
1492,173,2024-06-14,Debit,123.34,Shopping,Chennai,Success
1493,160,2024-07-07,Credit,1465.31,Groceries,Chennai,Success
1494,164,2024-03-18,Debit,1564.26,Bills,Bangalore,Success
1495,465,2024-03-30,Debit,547.58,Travel,Bangalore,Success
1496,483,2024-06-24,Credit,70.07,Bills,Bangalore,Success
1497,497,2024-01-21,Debit,429.47,Shopping,Delhi,Success
1498,188,2024-02-23,Debit,3189.34,Fuel,Delhi,Failed
1499,395,2024-07-02,Credit,4862.84,Fuel,Mumbai,Success
1500,191,2024-12-24,Debit,13319.86,Groceries,Delhi,Success
1501,405,2024-08-09,Debit,1275.61,Travel,Bangalore,Success
1502,308,2024-11-10,Debit,2744.22,Groceries,Mumbai,Success
1503,256,2024-11-23,Credit,8300.77,Entertainment,Mumbai,Success
1504,183,2024-06-27,Credit,548.32,Fuel,Hyderabad,Success
1505,117,2024-10-02,Credit,3793.78,Groceries,Delhi,Success
1506,282,2024-04-21,Credit,4219.23,Entertainment,Chennai,Success
1507,196,2024-08-11,Credit,279.56,Travel,Chennai,Success
1508,34,2024-08-01,Debit,5925.23,Bills,Hyderabad,Success
1509,52,2024-02-28,Debit,5031.63,Groceries,Bangalore,Success
1510,112,2024-11-22,Credit,101.92,Entertainment,Hyderabad,Success
1511,252,2024-04-18,Debit,286.51,Fuel,Bangalore,Success
1512,82,2024-06-05,Debit,151.12,Bills,Delhi,Success
1513,232,2024-07-09,Debit,1222.75,Groceries,Delhi,Success
1514,227,2024-07-18,Debit,2135.7,Fuel,Mumbai,Success
1515,233,2024-11-07,Credit,2280.09,Bills,Mumbai,Success
1516,221,2024-07-14,Credit,934.56,Shopping,Mumbai,Success
1517,436,2024-02-04,Debit,7277.54,Fuel,Mumbai,Success
1518,413,2024-09-02,Debit,1377.85,Shopping,Chennai,Success
1519,422,2024-08-24,Credit,139.86,Travel,Mumbai,Success
1520,42,2024-04-13,Debit,1071.0,Groceries,Mumbai,Success
1521,21,2024-01-07,Debit,2272.16,Entertainment,Mumbai,Success
1522,42,2024-10-09,Debit,1573.87,Groceries,Bangalore,Success
1523,397,2024-01-01,Credit,959.97,Fuel,Mumbai,Success
1524,113,2024-08-06,Credit,422.35,Shopping,Hyderabad,Success
1525,105,2024-08-17,Debit,5130.5,Shopping,Mumbai,Success
1526,192,2024-06-20,Debit,16675.34,Bills,Mumbai,Success
1527,17,2024-03-27,Debit,1199.38,Groceries,Chennai,Success
1528,120,2024-02-10,Debit,1441.96,Groceries,Mumbai,Failed
1529,393,2024-05-02,Debit,2887.3,Fuel,Bangalore,Success
1530,425,2024-11-26,Debit,3802.24,Shopping,Delhi,Success
1531,129,2024-10-24,Credit,1492.89,Fuel,Mumbai,Success
1532,130,2024-06-26,Credit,7059.41,Fuel,Mumbai,Success
1533,60,2024-03-03,Debit,2462.97,Travel,Mumbai,Success
1534,48,2024-06-13,Credit,1795.64,Shopping,Chennai,Success
1535,29,2024-07-05,Debit,3121.08,Fuel,Delhi,Success
1536,97,2024-07-27,Debit,9160.33,Shopping,Chennai,Success
1537,10,2024-08-14,Credit,4747.69,Fuel,Chennai,Success
1538,242,2024-02-17,Credit,122.51,Entertainment,Chennai,Success
1539,314,2024-08-11,Debit,1211.79,Fuel,Bangalore,Success
1540,444,2024-01-03,Debit,1907.72,Fuel,Delhi,Success
1541,232,2024-06-23,Credit,1132.9,Entertainment,Bangalore,Success
1542,277,2024-04-08,Credit,3613.79,Groceries,Bangalore,Success
1543,284,2024-04-25,Debit,5250.74,Shopping,Delhi,Success
1544,203,2024-09-26,Debit,3942.98,Bills,Bangalore,Success
1545,247,2024-09-09,Debit,13621.88,Entertainment,Delhi,Success
1546,290,2024-11-12,Credit,954.62,Groceries,Mumbai,Success
1547,264,2024-04-04,Debit,6238.07,Fuel,Chennai,Success
1548,443,2024-09-29,Credit,4365.3,Travel,Bangalore,Success
1549,214,2024-01-24,Debit,1349.09,Groceries,Delhi,Success
1550,200,2024-04-25,Credit,3974.18,Entertainment,Hyderabad,Success
1551,433,2024-05-30,Credit,329.7,Travel,Bangalore,Failed
1552,79,2024-12-03,Credit,4672.44,Fuel,Bangalore,Success
1553,401,2024-02-19,Credit,2279.98,Groceries,Delhi,Failed
1554,444,2024-07-24,Debit,1037.16,Bills,Hyderabad,Success
1555,343,2024-11-30,Credit,3199.4,Shopping,Hyderabad,Success
1556,344,2024-03-19,Credit,3078.48,Shopping,Mumbai,Success
1557,173,2024-03-10,Credit,705.22,Entertainment,Bangalore,Success
1558,467,2024-01-27,Debit,92.61,Fuel,Chennai,Success
1559,69,2024-09-27,Debit,1705.48,Fuel,Bangalore,Success
1560,416,2024-02-19,Debit,2528.51,Shopping,Chennai,Success
1561,428,2024-10-18,Debit,6277.1,Groceries,Chennai,Success
1562,449,2024-09-03,Debit,7902.31,Fuel,Delhi,Success
1563,87,2024-09-20,Debit,2257.45,Bills,Bangalore,Success
1564,101,2024-03-19,Credit,4204.88,Bills,Delhi,Failed
1565,8,2024-07-08,Credit,1735.73,Fuel,Mumbai,Success
1566,333,2024-02-16,Credit,4112.23,Fuel,Chennai,Success
1567,200,2024-12-26,Debit,687.49,Shopping,Hyderabad,Success
1568,87,2024-12-19,Credit,1391.18,Entertainment,Chennai,Success
1569,43,2024-12-17,Credit,3017.24,Shopping,Mumbai,Success
1570,385,2024-07-07,Debit,54.97,Entertainment,Chennai,Success
1571,109,2024-09-12,Credit,3845.38,Bills,Delhi,Success
1572,435,2024-08-09,Debit,5415.18,Entertainment,Bangalore,Success
1573,408,2024-08-28,Credit,1528.19,Shopping,Hyderabad,Success
1574,483,2024-09-25,Debit,1782.31,Fuel,Delhi,Success
1575,152,2024-01-01,Debit,5717.11,Entertainment,Bangalore,Success
1576,17,2024-02-03,Debit,4483.71,Shopping,Hyderabad,Success
1577,133,2024-03-19,Credit,1019.66,Bills,Mumbai,Success
1578,148,2024-08-23,Credit,1174.58,Travel,Chennai,Success
1579,277,2024-11-29,Debit,3407.8,Entertainment,Hyderabad,Success
1580,232,2024-12-14,Debit,2484.83,Bills,Mumbai,Success
1581,314,2024-04-07,Credit,531.03,Bills,Bangalore,Success
1582,415,2024-03-22,Credit,1112.89,Groceries,Hyderabad,Success
1583,366,2024-07-10,Debit,6907.25,Travel,Mumbai,Success
1584,228,2024-09-09,Credit,3495.93,Entertainment,Bangalore,Success
1585,139,2024-02-07,Credit,12800.6,Shopping,Delhi,Success
1586,436,2024-01-14,Credit,4370.31,Entertainment,Chennai,Success
1587,399,2024-12-12,Debit,8540.61,Entertainment,Mumbai,Success
1588,211,2024-11-05,Debit,730.76,Travel,Delhi,Success
1589,391,2024-07-27,Credit,4428.46,Bills,Bangalore,Success
1590,499,2024-12-22,Debit,61.27,Bills,Hyderabad,Success
1591,28,2024-03-29,Credit,3332.91,Bills,Chennai,Success
1592,51,2024-02-25,Credit,1900.57,Bills,Bangalore,Success
1593,491,2024-04-03,Debit,1277.43,Travel,Mumbai,Success
1594,442,2024-04-02,Debit,5950.31,Shopping,Chennai,Success
1595,261,2024-12-05,Debit,5777.95,Fuel,Delhi,Success
1596,261,2024-03-25,Credit,67.66,Groceries,Chennai,Success
1597,350,2024-09-01,Credit,2821.02,Bills,Delhi,Success
1598,352,2024-01-22,Debit,1375.8,Bills,Bangalore,Success
1599,8,2024-10-17,Debit,1611.82,Groceries,Hyderabad,Success
1600,320,2024-09-28,Debit,5352.1,Bills,Chennai,Success
1601,138,2024-11-01,Credit,1112.49,Fuel,Hyderabad,Success
1602,38,2024-05-01,Credit,8596.68,Entertainment,Hyderabad,Success
1603,111,2024-05-07,Credit,594.01,Groceries,Chennai,Success
1604,480,2024-04-22,Debit,3260.55,Shopping,Chennai,Success
1605,368,2024-09-29,Debit,3345.19,Groceries,Hyderabad,Failed
1606,220,2024-12-01,Credit,871.84,Fuel,Mumbai,Success
1607,337,2024-05-09,Debit,1178.02,Travel,Mumbai,Success
1608,223,2024-05-11,Debit,5401.77,Shopping,Chennai,Success
1609,136,2024-03-25,Debit,4304.0,Entertainment,Hyderabad,Success
1610,256,2024-12-15,Debit,1197.39,Bills,Hyderabad,Success
1611,360,2024-03-21,Credit,2290.43,Groceries,Bangalore,Success
1612,409,2024-11-20,Debit,190.99,Shopping,Hyderabad,Success
1613,329,2024-03-09,Credit,702.41,Groceries,Mumbai,Success
1614,450,2024-05-27,Credit,1995.55,Entertainment,Bangalore,Success
1615,463,2024-01-16,Debit,269.69,Groceries,Mumbai,Success
1616,434,2024-11-02,Credit,5560.89,Shopping,Delhi,Success
1617,451,2024-04-14,Credit,3797.61,Fuel,Chennai,Failed
1618,49,2024-06-13,Debit,8627.65,Travel,Delhi,Success
1619,292,2024-07-19,Credit,3547.29,Shopping,Chennai,Success
1620,382,2024-07-15,Credit,8460.37,Groceries,Mumbai,Success
1621,324,2024-07-03,Credit,2425.76,Entertainment,Mumbai,Success
1622,78,2024-11-17,Credit,2750.51,Bills,Delhi,Success
1623,105,2024-09-21,Credit,11313.01,Bills,Chennai,Success
1624,169,2024-12-28,Credit,3082.75,Entertainment,Chennai,Success
1625,217,2024-04-09,Credit,93.81,Groceries,Bangalore,Success
1626,378,2024-12-07,Credit,3859.92,Travel,Hyderabad,Success
1627,119,2024-11-15,Debit,7076.47,Entertainment,Bangalore,Success
1628,190,2024-08-01,Debit,4762.74,Groceries,Mumbai,Success
1629,255,2024-10-04,Debit,2630.01,Shopping,Delhi,Success
1630,370,2024-06-10,Credit,3337.86,Travel,Chennai,Success
1631,266,2024-06-05,Credit,13873.61,Fuel,Bangalore,Success
1632,149,2024-09-07,Credit,285.12,Groceries,Delhi,Success
1633,164,2024-04-06,Debit,3301.04,Bills,Delhi,Success
1634,140,2024-01-18,Debit,999.7,Bills,Hyderabad,Success
1635,347,2024-11-22,Debit,3065.71,Travel,Chennai,Success
1636,488,2024-04-06,Credit,2806.6,Fuel,Delhi,Success
1637,258,2024-01-01,Debit,499.78,Groceries,Chennai,Success
1638,374,2024-08-03,Debit,694.84,Fuel,Bangalore,Success
1639,269,2024-05-11,Credit,2915.64,Shopping,Delhi,Success
1640,181,2024-09-16,Debit,411.69,Fuel,Delhi,Success
1641,160,2024-05-04,Credit,924.39,Shopping,Bangalore,Success
1642,351,2024-03-22,Debit,5409.9,Bills,Chennai,Failed
1643,400,2024-10-09,Credit,1188.44,Shopping,Chennai,Success
1644,288,2024-06-19,Credit,2008.64,Groceries,Delhi,Success
1645,288,2024-02-28,Credit,8497.8,Travel,Bangalore,Success
1646,380,2024-02-01,Credit,773.01,Travel,Mumbai,Success
1647,226,2024-06-09,Credit,1481.05,Groceries,Chennai,Success
1648,11,2024-10-10,Debit,2797.7,Groceries,Mumbai,Failed
1649,10,2024-04-15,Credit,4223.64,Groceries,Delhi,Success
1650,271,2024-04-14,Credit,6957.77,Entertainment,Mumbai,Success
1651,273,2024-08-15,Credit,7412.05,Shopping,Mumbai,Success
1652,424,2024-07-06,Credit,4496.91,Groceries,Chennai,Success
1653,402,2024-03-10,Debit,777.6,Travel,Delhi,Success
1654,183,2024-11-13,Credit,75.37,Fuel,Mumbai,Failed
1655,457,2024-10-16,Debit,1452.42,Fuel,Chennai,Success
1656,153,2024-03-27,Credit,457.88,Entertainment,Mumbai,Success
1657,488,2024-12-27,Credit,3717.64,Shopping,Chennai,Success
1658,315,2024-02-25,Debit,3246.42,Shopping,Delhi,Failed
1659,334,2024-04-22,Debit,134.9,Shopping,Bangalore,Failed
1660,124,2024-01-13,Debit,5434.55,Travel,Chennai,Success
1661,473,2024-01-18,Credit,858.02,Travel,Chennai,Success
1662,114,2024-06-30,Debit,1698.1,Entertainment,Mumbai,Success
1663,278,2024-04-22,Credit,3307.26,Shopping,Delhi,Success
1664,500,2024-08-16,Debit,1683.3,Shopping,Hyderabad,Success
1665,414,2024-06-19,Debit,1746.36,Groceries,Hyderabad,Success
1666,468,2024-10-21,Credit,203.64,Shopping,Bangalore,Success
1667,213,2024-07-07,Debit,1539.7,Travel,Delhi,Success
1668,172,2024-03-19,Debit,4342.57,Groceries,Chennai,Success
1669,288,2024-05-25,Credit,7401.54,Groceries,Hyderabad,Success
1670,435,2024-06-30,Credit,1600.73,Shopping,Bangalore,Success
1671,174,2024-10-12,Credit,1652.79,Fuel,Delhi,Failed
1672,113,2024-09-06,Debit,3638.31,Bills,Bangalore,Success
1673,376,2024-12-19,Debit,8582.14,Travel,Hyderabad,Success
1674,405,2024-11-09,Debit,932.08,Fuel,Mumbai,Success
1675,483,2024-07-14,Debit,1740.23,Shopping,Mumbai,Success
1676,122,2024-11-18,Debit,4768.51,Shopping,Delhi,Success
1677,32,2024-03-11,Credit,2822.47,Fuel,Bangalore,Failed
1678,222,2024-09-04,Debit,351.58,Shopping,Chennai,Success
1679,119,2024-05-25,Credit,2964.43,Travel,Hyderabad,Success
1680,39,2024-04-15,Debit,620.14,Groceries,Mumbai,Success
1681,497,2024-09-19,Credit,2141.37,Entertainment,Mumbai,Success
1682,268,2024-10-22,Debit,2259.35,Shopping,Bangalore,Success
1683,233,2024-03-10,Debit,6267.35,Shopping,Mumbai,Failed
1684,431,2024-07-11,Credit,1862.45,Fuel,Bangalore,Success
1685,18,2024-03-08,Debit,983.19,Groceries,Hyderabad,Success
1686,149,2024-10-31,Credit,787.86,Fuel,Bangalore,Success
1687,397,2024-02-21,Debit,6220.42,Travel,Mumbai,Success
1688,149,2024-12-28,Debit,562.64,Fuel,Bangalore,Success
1689,126,2024-10-11,Credit,1664.69,Shopping,Mumbai,Success
1690,392,2024-11-29,Debit,621.71,Groceries,Delhi,Success
